plagiated_file,abstract_result,intro_result,conclusion_result
PMC13901_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.2857142857142857, 'confidence': 0.8755846619606018}","{'support': 0, 'confidence': 0}"
PMC13902_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.25, 'confidence': 0.7460111081600189}","{'support': 0.5, 'confidence': 0.9087085127830505}"
PMC13913_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.35714285714285715, 'confidence': 0.7782493352890014}","{'support': 0.6666666666666666, 'confidence': 0.9103182500058954}"
PMC15015_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.999200165271759}","{'support': 0.32, 'confidence': 0.9034171923995018}","{'support': 0.2, 'confidence': 0.9489320814609528}"
PMC15023_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3, 'confidence': 0.9186400175094604}","{'support': 0.6666666666666666, 'confidence': 0.9590518474578857}"
PMC15024_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.29411764705882354, 'confidence': 0.7940256357192993}","{'support': 0.3333333333333333, 'confidence': 0.5419094562530518}"
PMC15025_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.375, 'confidence': 0.7812249726719327}","{'support': 0.3333333333333333, 'confidence': 0.7270808219909668}"
PMC15027_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.6977247297763824}","{'support': 0.2222222222222222, 'confidence': 0.8006231784820557}","{'support': 0.5, 'confidence': 0.6147106289863586}"
PMC15028_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.9987214207649231}","{'support': 0.16666666666666666, 'confidence': 0.9994422793388367}","{'support': 0.4, 'confidence': 0.8070378303527832}"
PMC16139_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3333333333333333, 'confidence': 0.8252136945724488}","{'support': 0, 'confidence': 0}"
PMC16145_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.35714285714285715, 'confidence': 0.900283420085907}","{'support': 0.2, 'confidence': 0.7608689665794373}"
PMC17599_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.9874885082244873}","{'support': 0.5483870967741935, 'confidence': 0.8308227377779344}","{'support': 0, 'confidence': 0}"
PMC17803_plagiated_multiplagiated.xml,"{'support': 0.375, 'confidence': 0.8681297302246094}","{'support': 0.375, 'confidence': 0.9002840121587118}","{'support': 0.6666666666666666, 'confidence': 0.8431408107280731}"
PMC25775_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3076923076923077, 'confidence': 0.9105077162384987}","{'support': 0.16666666666666666, 'confidence': 0.9383851289749146}"
PMC28987_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3333333333333333, 'confidence': 0.7896374464035034}","{'support': 0.6666666666666666, 'confidence': 0.9590518474578857}"
PMC28992_plagiated_multiplagiated.xml,"{'support': 0.6666666666666666, 'confidence': 0.812816858291626}","{'support': 0.6666666666666666, 'confidence': 0.8965929746627808}","{'support': 0.6, 'confidence': 0.9054015080134074}"
PMC28994_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.6671530902385712}","{'support': 0.5714285714285714, 'confidence': 0.8647691160440445}","{'support': 0, 'confidence': 0}"
PMC29004_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3333333333333333, 'confidence': 0.8537415564060211}","{'support': 0.5, 'confidence': 0.9987323880195618}"
PMC29012_plagiated_multiplagiated.xml,"{'support': 0.6666666666666666, 'confidence': 0.812816858291626}","{'support': 0.3333333333333333, 'confidence': 0.8537415564060211}","{'support': 0.5, 'confidence': 0.7932262122631073}"
PMC29014_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3333333333333333, 'confidence': 0.8537415564060211}","{'support': 0.6666666666666666, 'confidence': 0.8195964694023132}"
PMC29016_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3076923076923077, 'confidence': 0.8485265076160431}","{'support': 0.6666666666666666, 'confidence': 0.7306584715843201}"
PMC29017_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.9862999320030212}","{'support': 0.3076923076923077, 'confidence': 0.8485265076160431}","{'support': 0, 'confidence': 0}"
PMC29028_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.8933455348014832}","{'support': 0.16666666666666666, 'confidence': 0.9994422793388367}","{'support': 0.6, 'confidence': 0.9054015080134074}"
PMC29030_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6153846153846154, 'confidence': 0.7833439037203789}","{'support': 0.5, 'confidence': 0.9255208373069763}"
PMC29031_plagiated_multiplagiated.xml,"{'support': 0.6666666666666666, 'confidence': 0.812816858291626}","{'support': 0.47058823529411764, 'confidence': 0.8133203834295273}","{'support': 0.3333333333333333, 'confidence': 0.786847710609436}"
PMC29044_plagiated_multiplagiated.xml,"{'support': 0.6666666666666666, 'confidence': 0.8514936566352844}","{'support': 0.3333333333333333, 'confidence': 0.8537415564060211}","{'support': 0.3333333333333333, 'confidence': 0.7806523442268372}"
PMC29046_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.52, 'confidence': 0.8818043653781598}","{'support': 0.2, 'confidence': 0.9964918494224548}"
PMC29048_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.7394052743911743}","{'support': 0.35714285714285715, 'confidence': 0.900283420085907}","{'support': 0.6, 'confidence': 0.9054015080134074}"
PMC29057_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6428571428571429, 'confidence': 0.8308708469072977}","{'support': 0, 'confidence': 0}"
PMC29058_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.918982982635498}","{'support': 0.2857142857142857, 'confidence': 0.8174649278322855}","{'support': 0, 'confidence': 0}"
PMC29059_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3333333333333333, 'confidence': 0.7896374464035034}","{'support': 0, 'confidence': 0}"
PMC29061_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3076923076923077, 'confidence': 0.7334950268268585}","{'support': 0.3333333333333333, 'confidence': 0.8484120666980743}"
PMC29062_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.2857142857142857, 'confidence': 0.8755846619606018}","{'support': 0.3333333333333333, 'confidence': 0.786847710609436}"
PMC29063_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5333333333333333, 'confidence': 0.8398071750998497}","{'support': 0, 'confidence': 0}"
PMC29065_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5384615384615384, 'confidence': 0.9179166555404663}","{'support': 0, 'confidence': 0}"
PMC29066_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.981141984462738}","{'support': 0.5, 'confidence': 0.8654851913452148}","{'support': 0.6666666666666666, 'confidence': 0.9590518474578857}"
PMC29067_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.4, 'confidence': 0.7246423065662384}","{'support': 0.375, 'confidence': 0.9489200313886007}"
PMC29068_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.9594610333442688}","{'support': 0.2222222222222222, 'confidence': 0.8006231784820557}","{'support': 0.6, 'confidence': 0.9054015080134074}"
PMC29073_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3333333333333333, 'confidence': 0.8537415564060211}","{'support': 0.2, 'confidence': 0.5319370627403259}"
PMC29077_plagiated_multiplagiated.xml,"{'support': 0.25, 'confidence': 0.8777474761009216}","{'support': 0.20833333333333334, 'confidence': 0.7189050197601319}","{'support': 0.6666666666666666, 'confidence': 0.8431408107280731}"
PMC29079_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.999549925327301}","{'support': 0.13333333333333333, 'confidence': 0.7322525382041931}","{'support': 0.5, 'confidence': 0.7932262122631073}"
PMC29080_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.6069767475128174}","{'support': 0.35714285714285715, 'confidence': 0.900283420085907}","{'support': 0.42857142857142855, 'confidence': 0.8737867474555969}"
PMC29081_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3875, 'confidence': 0.8376841160558886}","{'support': 0.6666666666666666, 'confidence': 0.8431408107280731}"
PMC29083_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.9455897808074951}","{'support': 0.11764705882352941, 'confidence': 0.6562188565731049}","{'support': 0.3333333333333333, 'confidence': 0.8484120666980743}"
PMC29085_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.32, 'confidence': 0.9034171923995018}","{'support': 0.1, 'confidence': 0.5425195097923279}"
PMC29086_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.9455897808074951}","{'support': 0.4583333333333333, 'confidence': 0.8461285396055742}","{'support': 0.3333333333333333, 'confidence': 0.8484120666980743}"
PMC29087_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.9204347729682922}","{'support': 0.5714285714285714, 'confidence': 0.7772815078496933}","{'support': 0.6, 'confidence': 0.9054015080134074}"
PMC29088_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.07692307692307693, 'confidence': 0.675388753414154}","{'support': 0.6666666666666666, 'confidence': 0.646030455827713}"
PMC29089_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.2857142857142857, 'confidence': 0.6617191731929779}","{'support': 0, 'confidence': 0}"
PMC29092_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.6289147138595581}","{'support': 0.2857142857142857, 'confidence': 0.6617191731929779}","{'support': 0, 'confidence': 0}"
PMC29094_plagiated_multiplagiated.xml,"{'support': 0.6666666666666666, 'confidence': 0.812816858291626}","{'support': 0.3333333333333333, 'confidence': 0.7474116384983063}","{'support': 0.6, 'confidence': 0.8439277013142904}"
PMC29096_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.7870496511459351}","{'support': 0.13333333333333333, 'confidence': 0.7322525382041931}","{'support': 0, 'confidence': 0}"
PMC29097_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.9434660077095032}","{'support': 0.2857142857142857, 'confidence': 0.8174649278322855}","{'support': 0, 'confidence': 0}"
PMC29098_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.8130360245704651}","{'support': 0.2857142857142857, 'confidence': 0.8755846619606018}","{'support': 0, 'confidence': 0}"
PMC29101_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.8654851913452148}","{'support': 0.5, 'confidence': 0.7932262122631073}"
PMC30704_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.9455897808074951}","{'support': 0.5333333333333333, 'confidence': 0.8398071750998497}","{'support': 0.42857142857142855, 'confidence': 0.8737867474555969}"
PMC30706_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3157894736842105, 'confidence': 0.8953198492527008}","{'support': 0.3333333333333333, 'confidence': 0.7270808219909668}"
PMC30707_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.9001754522323608}","{'support': 0.5333333333333333, 'confidence': 0.8398071750998497}","{'support': 0.28, 'confidence': 0.8420353531837463}"
PMC30708_plagiated_multiplagiated.xml,"{'support': 0.6666666666666666, 'confidence': 0.9971137940883636}","{'support': 0.16666666666666666, 'confidence': 0.9994422793388367}","{'support': 0.6, 'confidence': 0.9054015080134074}"
PMC30711_plagiated_multiplagiated.xml,"{'support': 0.75, 'confidence': 0.8322138852543302}","{'support': 0.3333333333333333, 'confidence': 0.7474116384983063}","{'support': 0.4, 'confidence': 0.8692616820335388}"
PMC30712_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.2777777777777778, 'confidence': 0.8101502895355225}","{'support': 0.6666666666666666, 'confidence': 0.8431408107280731}"
PMC30714_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.5049222707748413}","{'support': 0.38461538461538464, 'confidence': 0.9503318071365356}","{'support': 0, 'confidence': 0}"
PMC30715_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6666666666666666, 'confidence': 0.8541930094361305}","{'support': 0, 'confidence': 0}"
PMC31330_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.47058823529411764, 'confidence': 0.8266022652387619}","{'support': 0.3333333333333333, 'confidence': 0.786847710609436}"
PMC31332_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.2777777777777778, 'confidence': 0.8101502895355225}","{'support': 0.25, 'confidence': 0.9386487007141113}"
PMC31333_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.7756169438362122}","{'support': 0.3333333333333333, 'confidence': 0.8537415564060211}","{'support': 0.5, 'confidence': 0.7932262122631073}"
PMC31334_plagiated_multiplagiated.xml,"{'support': 0.3333333333333333, 'confidence': 0.6355574131011963}","{'support': 0.2727272727272727, 'confidence': 0.7238583167394003}","{'support': 0.5, 'confidence': 0.825692355632782}"
PMC31335_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3181818181818182, 'confidence': 0.7646499191011701}","{'support': 0.3333333333333333, 'confidence': 0.7270808219909668}"
PMC31336_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.35714285714285715, 'confidence': 0.900283420085907}","{'support': 0.3333333333333333, 'confidence': 0.7270808219909668}"
PMC31337_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.6966376900672913}","{'support': 0.3333333333333333, 'confidence': 0.8537415564060211}","{'support': 0.3333333333333333, 'confidence': 0.7270808219909668}"
PMC31338_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.9503180980682373}","{'support': 0.3157894736842105, 'confidence': 0.8953198492527008}","{'support': 0, 'confidence': 0}"
PMC31339_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.4, 'confidence': 0.7246423065662384}","{'support': 0.6666666666666666, 'confidence': 0.8438709080219269}"
PMC31341_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.4, 'confidence': 0.7246423065662384}","{'support': 0.2, 'confidence': 0.7608689665794373}"
PMC31342_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.5049222707748413}","{'support': 0.3333333333333333, 'confidence': 0.8537415564060211}","{'support': 0, 'confidence': 0}"
PMC31344_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.4, 'confidence': 0.7246423065662384}","{'support': 0.6666666666666666, 'confidence': 0.9590518474578857}"
PMC31347_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.375, 'confidence': 0.7812249726719327}","{'support': 0, 'confidence': 0}"
PMC31348_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3157894736842105, 'confidence': 0.8111690680185953}","{'support': 0, 'confidence': 0}"
PMC31349_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.9417346715927124}","{'support': 0.35714285714285715, 'confidence': 0.7782493352890014}","{'support': 0.6666666666666666, 'confidence': 0.8438709080219269}"
PMC31370_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.25, 'confidence': 0.7460111081600189}","{'support': 0.5, 'confidence': 0.9087085127830505}"
PMC31411_plagiated_multiplagiated.xml,"{'support': 0.3333333333333333, 'confidence': 0.6628799438476562}","{'support': 0.35714285714285715, 'confidence': 0.900283420085907}","{'support': 0.2, 'confidence': 0.9489320814609528}"
PMC31431_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.7569361329078674}","{'support': 0.3875, 'confidence': 0.8376841160558886}","{'support': 0, 'confidence': 0}"
PMC31433_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.9005454778671265}","{'support': 0.4, 'confidence': 0.7246423065662384}","{'support': 0.25, 'confidence': 0.9386487007141113}"
PMC31479_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.6289147138595581}","{'support': 0.2727272727272727, 'confidence': 0.7238583167394003}","{'support': 0.2, 'confidence': 0.9489320814609528}"
PMC31481_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3333333333333333, 'confidence': 0.8537415564060211}","{'support': 0.3, 'confidence': 0.8793285687764486}"
PMC31482_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.16666666666666666, 'confidence': 0.9994422793388367}","{'support': 0.6666666666666666, 'confidence': 0.9590518474578857}"
PMC31580_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.8654851913452148}","{'support': 0.6666666666666666, 'confidence': 0.7306584715843201}"
PMC31918_plagiated_multiplagiated.xml,"{'support': 0.3333333333333333, 'confidence': 0.6628799438476562}","{'support': 0.3, 'confidence': 0.8031137254503038}","{'support': 0, 'confidence': 0}"
