input_file,compare_file,abstract_score,intro_score,conclusion_score,final_score
PMC13901_plagiated.xml,PMC13901.xml,0.9402567539020432,0.4335825043849675,1.0,0.8628192024378109
PMC13902_plagiated.xml,PMC13902.xml,0.745182237102358,0.4303358472968098,0.8863788717337738,0.7386916129938148
PMC13913_plagiated.xml,PMC13913.xml,0.9535565895392608,0.556029279636604,0.9442894551281914,0.8703442737943017
PMC15015_plagiated.xml,PMC15015.xml,0.9331936781171896,0.3252538565278037,0.8183124363780334,0.76565321710365
PMC15023_plagiated.xml,PMC15023.xml,0.7282221921399568,0.49722379575083,0.8722169439865564,0.7396204136007712
PMC15024_plagiated.xml,PMC15024.xml,1.0,0.5856191261666872,0.6840043884746689,0.790725580623205
PMC15025_plagiated.xml,PMC15025.xml,0.7985432541192821,0.2628789212964351,0.9999999956504952,0.771993084167198
PMC15027_plagiated.xml,PMC15027.xml,0.9493970548081396,0.4613195964078116,0.662148584781054,0.7368821751172399
PMC15028_plagiated.xml,PMC15028.xml,0.858869839358707,0.666624685924657,0.6514519542236945,0.737453654617892
PMC16139_plagiated.xml,PMC16139.xml,0.8792555847125083,0.4104644061042513,0.7810382926348293,0.7462104321597853
PMC16145_plagiated.xml,PMC16145.xml,0.6266490982129553,0.2350107879208052,0.9413178311759124,0.6741889293397081
PMC17599_plagiated.xml,PMC17599.xml,0.9865595961784684,0.1536732053076579,0.6322896105193409,0.6782743237406552
PMC17803_plagiated.xml,PMC17803.xml,0.8534613742876862,0.60367304475628,0.9256530051945012,0.832380360744131
PMC25775_plagiated.xml,PMC25775.xml,0.8074034100467127,0.4771827540773401,0.8771556799487508,0.7692601868136535
PMC28987_plagiated.xml,PMC28987.xml,0.8425270093512929,0.685862354413594,0.8834605076321066,0.8275674776760786
PMC28992_plagiated.xml,PMC28992.xml,0.8427269490653694,0.4213677599532132,0.6803571227731755,0.6935071807260607
PMC28994_plagiated.xml,PMC28994.xml,0.99999998896928,0.4123590948890979,0.6731114039252656,0.7517163761356378
PMC29004_plagiated.xml,PMC29004.xml,0.8891588092447389,0.5327865923548587,0.6964478778999845,0.7407999933288612
PMC29012_plagiated.xml,PMC29012.xml,0.7775467062405629,0.6219733064727252,0.8128277257616187,0.7605444340954177
PMC29014_plagiated.xml,PMC29014.xml,0.6534034660498415,0.5789447179964782,0.772991620761899,0.6863469783239919
PMC29016_plagiated.xml,PMC29016.xml,0.9216109821860136,0.5505723010214754,0.8995849944115731,0.8385928508433298
PMC29017_plagiated.xml,PMC29017.xml,0.7497272132076775,0.0,0.8759661677760433,0.6502773523934884
PMC29028_plagiated.xml,PMC29028.xml,0.8261656925859966,0.5166074899098017,0.9082250728479888,0.7970778041555546
PMC29030_plagiated.xml,PMC29030.xml,0.7480592049863136,0.5103492117241601,0.704829847305035,0.6832254632613715
PMC29031_plagiated.xml,PMC29031.xml,0.6042873645372842,0.5600768255047139,0.8151020326795455,0.6797711239876747
PMC29044_plagiated.xml,PMC29044.xml,0.8680499428227535,0.4633720832384796,0.8015426308647604,0.7605114461227016
PMC29046_plagiated.xml,PMC29046.xml,0.4619622601420531,0.402146547795744,0.9747267620880992,0.6551049184512098
PMC29048_plagiated.xml,PMC29048.xml,0.9217264335157206,0.1432506904363124,1.0,0.7973407114935507
PMC29057_plagiated.xml,PMC29057.xml,0.8253681647186092,0.9241420779066638,0.9378629479328148,0.8901208606419024
PMC29058_plagiated.xml,PMC29058.xml,0.8769897941541831,0.3060821947693226,0.9660198088665968,0.7984202801621765
PMC29059_plagiated.xml,PMC29059.xml,0.7784600913532107,0.2587172109002361,0.7574612486565977,0.6661119781839706
PMC29061_plagiated.xml,PMC29061.xml,0.0682178318722566,0.4625380303646215,0.999999981235632,0.5197947313160798
PMC29062_plagiated.xml,PMC29062.xml,0.8427154223259976,0.4534619626437586,0.7707990820945201,0.7360981942969589
PMC29063_plagiated.xml,PMC29063.xml,0.6074291721852636,0.1668597921484948,0.987580443053366,0.6713758045251509
PMC29065_plagiated.xml,PMC29065.xml,0.8761205145300668,0.4972142350185627,0.5932103037521417,0.6871751743165959
PMC29066_plagiated.xml,PMC29066.xml,0.9397481944393582,0.297019861527649,0.6946585720591496,0.7131666789049329
PMC29067_plagiated.xml,PMC29067.xml,0.5699047269009546,0.3994343350739702,0.885719917921896,0.6621367249439343
PMC29068_plagiated.xml,PMC29068.xml,0.7933639959043017,0.3613605903214254,0.7878247802255296,0.7047476285162176
PMC29073_plagiated.xml,PMC29073.xml,0.9413235891703065,0.4322617258739964,0.9166242390959624,0.8296314764813069
PMC29077_plagiated.xml,PMC29077.xml,0.9794772598271392,0.0906789817377926,0.9295018622276215,0.7817274451694629
PMC29079_plagiated.xml,PMC29079.xml,0.8740088341826407,0.6877621499841773,0.6058277379171138,0.7294870588367373
PMC29080_plagiated.xml,PMC29080.xml,0.7562598124763282,0.3701117433758139,0.8150296530278929,0.7025381348768512
PMC29081_plagiated.xml,PMC29081.xml,0.9028143410932012,0.2697416756366338,0.8526095454875461,0.7561178897596257
PMC29083_plagiated.xml,PMC29083.xml,0.5316140004265022,0.3454318958526924,0.8328622580216025,0.6148768825497803
PMC29085_plagiated.xml,PMC29085.xml,1.0,0.3878579499035245,1.0,0.877571589980705
PMC29086_plagiated.xml,PMC29086.xml,0.6289140841282133,0.0,0.7646531574931977,0.5574268966485645
PMC29087_plagiated.xml,PMC29087.xml,0.765791466795516,0.3606742963730603,0.733040797976727,0.6716677651835095
PMC29088_plagiated.xml,PMC29088.xml,0.9558862081956006,0.5563121564944211,1.0,0.8936169145771244
PMC29089_plagiated.xml,PMC29089.xml,0.9362618961890268,0.6345392575574874,0.8598027779245224,0.8453337211569172
PMC29092_plagiated.xml,PMC29092.xml,0.7874982036527086,0.3887544910658336,0.9204277362716716,0.7609212741829189
PMC29094_plagiated.xml,PMC29094.xml,0.758921195152177,0.450367386988476,0.5876511478632095,0.6287024146038499
PMC29096_plagiated.xml,PMC29096.xml,0.6680422775002094,0.5653584629397943,0.938105677368534,0.7555308745354562
PMC29097_plagiated.xml,PMC29097.xml,0.8834648192900001,0.5594266167203628,0.6009203716459064,0.7056393997184351
PMC29098_plagiated.xml,PMC29098.xml,0.8702196535247997,0.5253934307532278,0.7371979787965307,0.7480457390791777
PMC29101_plagiated.xml,PMC29101.xml,1.0,0.6351196066337609,0.7025230358577357,0.8080331356698465
PMC30704_plagiated.xml,PMC30704.xml,0.89950520320719,0.269745514308722,0.5903594557557408,0.6498949664469167
PMC30706_plagiated.xml,PMC30706.xml,0.9505887583698684,0.4503429369737246,0.8655617775133015,0.816528801748013
PMC30707_plagiated.xml,PMC30707.xml,0.8817911467165551,0.5414130603674003,0.9689609725964846,0.848583459798696
PMC30708_plagiated.xml,PMC30708.xml,0.9790984703466248,0.6276038441576692,0.6747294227529561,0.7870519260713662
PMC30711_plagiated.xml,PMC30711.xml,0.6465661785184059,0.5122665515579301,0.6037383122221249,0.6025751066077983
PMC30712_plagiated.xml,PMC30712.xml,0.8755730642654791,0.5288070026918927,0.9276120462440902,0.8270354447422064
PMC30714_plagiated.xml,PMC30714.xml,0.6765420414912441,0.3798998231250879,0.6136207434971632,0.5920450786203806
PMC30715_plagiated.xml,PMC30715.xml,0.8483321794477316,0.5890821825938896,0.8591181165258994,0.8007965549082303
PMC31330_plagiated.xml,PMC31330.xml,0.9879175704834464,0.3896302258318632,0.7679969693225547,0.780291861088773
PMC31332_plagiated.xml,PMC31332.xml,0.754801348864136,0.392189683041972,0.8004552472121158,0.7005405750388951
PMC31333_plagiated.xml,PMC31333.xml,0.798496137891081,0.6392244458106848,0.8348822223297243,0.7811962332504592
PMC31334_plagiated.xml,PMC31334.xml,0.557823421738098,0.6592624135299858,0.8011407139560187,0.675438136983644
PMC31335_plagiated.xml,PMC31335.xml,0.6728358071088898,0.4612544816425962,0.9999999906283388,0.7613852154234106
PMC31336_plagiated.xml,PMC31336.xml,0.7784418885195648,0.5508295195814907,0.7635442863662302,0.7269603738706162
PMC31337_plagiated.xml,PMC31337.xml,0.9789348304958304,0.3768995518323818,0.5923734434127197,0.7039032199298965
PMC31338_plagiated.xml,PMC31338.xml,0.8114848109285784,0.2725452403449703,0.5643667800058092,0.6048496844427491
PMC31339_plagiated.xml,PMC31339.xml,0.9494255167885288,0.4952316007527835,0.8753969914152562,0.8289753234320707
PMC31341_plagiated.xml,PMC31341.xml,0.9538010954179932,0.2129714822058515,0.9176844814800702,0.7911885272003957
PMC31342_plagiated.xml,PMC31342.xml,0.7293661215526881,0.5770824818060267,0.8681673404695284,0.7544298811700919
PMC31344_plagiated.xml,PMC31344.xml,0.6539745875707368,0.363539533047563,0.6533074031740944,0.5956207029074452
PMC31347_plagiated.xml,PMC31347.xml,0.9491904402543184,0.7957840829834008,0.7376313806449478,0.8338855449563867
PMC31348_plagiated.xml,PMC31348.xml,0.7932554589504937,0.5378098722849782,0.7091462488554892,0.7085226575793888
PMC31349_plagiated.xml,PMC31349.xml,0.9315803523677112,0.2727749629496673,0.7592885987380921,0.7309025730322548
PMC31370_plagiated.xml,PMC31370.xml,0.9716048191168946,0.449503871856089,0.9476394970031532,0.857598500819237
PMC31411_plagiated.xml,PMC31411.xml,0.7968448794887679,0.5878833486658974,0.7044990623947769,0.7181142464865975
PMC31431_plagiated.xml,PMC31431.xml,0.7106825764347249,0.3833045107720386,0.7751881706227282,0.6710092009773889
PMC31433_plagiated.xml,PMC31433.xml,0.7407806902864855,0.3863025309203165,0.8611979516859368,0.7180519629730323
PMC31479_plagiated.xml,PMC31479.xml,0.5843159603954995,0.4780046156495097,0.74262820571545,0.6263785895742817
PMC31481_plagiated.xml,PMC31481.xml,1.0,0.7538328778031738,0.903102936693982,0.9120077502382276
PMC31482_plagiated.xml,PMC31482.xml,0.4960574158380659,0.5843435491379205,0.7984328551219257,0.6346648182115808
PMC31580_plagiated.xml,PMC31580.xml,0.7825170357860971,0.4255392710169106,0.8161365937822124,0.7245693060307059
PMC31918_plagiated.xml,PMC31918.xml,0.5950559406235292,0.4513873781445415,0.8610549846687454,0.6727218457458182
PMC31925_plagiated.xml,PMC31925.xml,0.7607026737879071,0.2954676452944528,0.9759279847053364,0.753745792456188
PMC32158_plagiated.xml,PMC32158.xml,0.7598184353671568,0.4735349200576095,0.7798381187789072,0.7105696056699475
PMC32163_plagiated.xml,PMC32163.xml,0.9999999917702012,0.4500598418577553,0.9366259317109082,0.8646623377639948
PMC32169_plagiated.xml,PMC32169.xml,0.8313621850951832,0.4676206450223851,0.8221698093223822,0.7549369267715033
PMC32170_plagiated.xml,PMC32170.xml,0.7726184817181687,0.2658023837499154,0.8360669450548612,0.6966346474591951
PMC32172_plagiated.xml,PMC32172.xml,0.7901281177885926,0.3620846585693102,0.8775964267690806,0.7395067495369314
PMC32173_plagiated.xml,PMC32173.xml,0.9189988681229246,0.6630021758603476,0.5674814182913333,0.7271925497377727
PMC32174_plagiated.xml,PMC32174.xml,0.6643072170166178,0.5244538084155096,0.5918791247883336,0.6073652984050825
PMC32180_plagiated.xml,PMC32180.xml,0.9463609272029416,0.5985352775393629,1.0,0.8982514263890493
PMC32181_plagiated.xml,PMC32181.xml,0.6372053106959293,0.2453130690183264,0.7077910974005484,0.5870611770422565
PMC32182_plagiated.xml,PMC32182.xml,0.5939830791166791,0.5534969881241663,0.713411983754882,0.6336574227734577
PMC32183_plagiated.xml,PMC32183.xml,0.8722365619942825,0.6642657200037592,0.7240913056502998,0.7713842910585847
PMC32187_plagiated.xml,PMC32187.xml,0.9999999647563632,0.6541579412104517,0.8593194248638789,0.8745593440901873
PMC32188_plagiated.xml,PMC32188.xml,1.0,0.3559697835277522,0.9922549887332665,0.8680959521988572
PMC32189_plagiated.xml,PMC32189.xml,0.8848881210342397,0.7003532822773129,0.7842057178664823,0.8077081920157514
PMC32191_plagiated.xml,PMC32191.xml,0.8456756229610396,0.4912532321549031,0.7869032164548444,0.7512821821973343
PMC32193_plagiated.xml,PMC32193.xml,0.8901026230600628,0.5856923891685788,0.9306202299958232,0.8454276190560702
PMC32195_plagiated.xml,PMC32195.xml,0.6672177593530605,0.359471620819614,0.7385581930260587,0.6342047051155706
PMC32196_plagiated.xml,PMC32196.xml,0.9152596957710832,0.3014207528727925,0.9527483973271068,0.8074873878138346
PMC32197_plagiated.xml,PMC32197.xml,0.849294274489485,0.5956599001242863,0.8337479477161803,0.7923488689071234
PMC32199_plagiated.xml,PMC32199.xml,0.7179557327313069,0.3670908840339116,0.9093524421546688,0.7243414467611726
PMC32204_plagiated.xml,PMC32204.xml,0.9446452142776244,0.5512765918163811,0.7753646296980983,0.7982592559535654
PMC32206_plagiated.xml,PMC32206.xml,0.640061891619777,0.0761037881591629,0.9229928678283564,0.6404426614110859
PMC32208_plagiated.xml,PMC32208.xml,0.7667408681851302,0.4418072502659607,0.9601380786026305,0.7791130287682964
PMC32247_plagiated.xml,PMC32247.xml,0.6546770104869056,0.5659219969118352,1.0,0.7750552035771293
PMC32248_plagiated.xml,PMC32248.xml,0.8265465222812839,0.6794446800548797,0.6056546455673624,0.7087694031504346
PMC32250_plagiated.xml,PMC32250.xml,0.9783238242679972,0.4899145833407886,0.8650967064603635,0.8353511289595021
PMC32296_plagiated.xml,PMC32296.xml,0.91908021891575,0.4933751866227703,0.8374111652402407,0.8012715909869503
PMC32297_plagiated.xml,PMC32297.xml,0.7388971700176893,0.5228815783389422,0.6748426193515483,0.6700722314154834
PMC32299_plagiated.xml,PMC32299.xml,0.6742686322582172,0.7359562198296574,1.0,0.8168986968692185
PMC32302_plagiated.xml,PMC32302.xml,0.7437418870176311,0.2705567977844285,0.6929663458281161,0.6287946526951846
PMC32303_plagiated.xml,PMC32303.xml,0.7908641614508326,0.3796125818934356,0.7860022212163045,0.706669069445542
PMC32304_plagiated.xml,PMC32304.xml,0.965546428222294,0.4465208370723383,0.8115113426917471,0.8001272757800841
PMC32311_plagiated.xml,PMC32311.xml,1.0,0.4563466401628822,1.0,0.8912693280325765
PMC32312_plagiated.xml,PMC32312.xml,0.8302526407943274,0.5107454778331553,0.875064947693371,0.7842761309617103
PMC32313_plagiated.xml,PMC32313.xml,0.7656318994382443,0.5068117130083015,0.9542414555899268,0.7893116846129288
PMC33341_plagiated.xml,PMC33341.xml,0.8568884134647857,0.6285581703001333,0.9559336614355028,0.8508404640201421
PMC33342_plagiated.xml,PMC33342.xml,0.8548034650749586,0.4932690644753883,0.8884930585327822,0.795972422338174
PMC33343_plagiated.xml,PMC33343.xml,0.8134691217765675,0.1735405190685578,0.7409973558618577,0.6564946948690817
PMC33344_plagiated.xml,PMC33344.xml,0.9999999915595852,0.2970807973784664,0.7336785459143409,0.7528875744652638
PMC33392_plagiated.xml,PMC33392.xml,0.6133627448128364,0.7481036207630536,0.5941331081987968,0.6326190653572641
PMC33394_plagiated.xml,PMC33394.xml,0.968415480673263,0.5391808271518086,0.7565585249388558,0.7978257676752093
PMC33396_plagiated.xml,PMC33396.xml,1.0,0.4032411819071021,0.6523965263406224,0.7416068469176694
PMC33507_plagiated.xml,PMC33507.xml,0.7690556127914496,0.0,0.8871798924642351,0.6624942021022739
PMC33518_plagiated.xml,PMC33518.xml,0.857216604523974,0.523153016392358,0.8622011439136441,0.7923977026535189
PMC33820_plagiated.xml,PMC33820.xml,0.6613756320487124,0.475553513363891,1.0,0.7596609554922632
PMC34102_plagiated.xml,PMC34102.xml,0.9676462618101946,0.4560325439965902,0.890323893861896,0.8343945710681544
PMC34107_plagiated.xml,PMC34107.xml,0.9512517098271852,0.4019392369303876,0.6591615688358374,0.7245531588512866
PMC34110_plagiated.xml,PMC34110.xml,0.7400459305851439,0.3658025386866539,0.8094103988355579,0.6929430395056115
PMC34111_plagiated.xml,PMC34111.xml,0.9398686851187888,0.5489375624959645,0.8045235498665777,0.8075444064933395
PMC34113_plagiated.xml,PMC34113.xml,0.6903098555974578,0.2845365480719504,0.7393930531189454,0.6287884731009514
PMC34114_plagiated.xml,PMC34114.xml,0.826687542171854,0.6125841688709349,0.6824048527376463,0.7261537917379871
PMC34116_plagiated.xml,PMC34116.xml,0.389861267617503,0.166873892907567,0.8205301824413505,0.5175313586050548
PMC34117_plagiated.xml,PMC34117.xml,0.6361455352495073,0.2909693561972117,0.6367696765337194,0.5673599559527331
PMC34514_plagiated.xml,PMC34514.xml,0.8997323696187949,0.4788734441005227,0.5997913352876652,0.6955841707826886
PMC34520_plagiated.xml,PMC34520.xml,0.6839213403600926,0.5093090116056794,0.9746230843690578,0.7652795722127961
PMC34549_plagiated.xml,PMC34549.xml,0.9603363017693846,0.6247200898203757,0.7566739406968441,0.8117481149505666
PMC34550_plagiated.xml,PMC34550.xml,0.8526932054097852,0.3184501049366692,0.9489434884695084,0.7843446985390512
PMC34551_plagiated.xml,PMC34551.xml,0.8954171250725653,0.1934242416103643,0.8421753097091551,0.733721822234761
PMC34552_plagiated.xml,PMC34552.xml,0.9531746861000668,0.3093399613130599,0.6985217840631474,0.7225465803278976
PMC34605_plagiated.xml,PMC34605.xml,1.0,0.6035738890927826,0.7483250132368797,0.8200447831133084
PMC34606_plagiated.xml,PMC34606.xml,0.8400745268136345,0.3674641678281592,0.6695187322382323,0.6773301371863786
PMC35267_plagiated.xml,PMC35267.xml,0.9999999843538144,0.5773303008627702,0.7177888205748052,0.8025815821440019
PMC35277_plagiated.xml,PMC35277.xml,1.0,0.6762964067317869,0.8583102540582083,0.8785833829696408
PMC35278_plagiated.xml,PMC35278.xml,0.9737442465873428,0.4245602869037024,0.8150730991395952,0.8004389956715157
PMC35279_plagiated.xml,PMC35279.xml,1.0,0.3899984057020361,0.9999999780790728,0.8779996723720365
PMC35280_plagiated.xml,PMC35280.xml,0.7924328000677539,0.2294492262513919,0.7446263383440586,0.6607135006150033
PMC35283_plagiated.xml,PMC35283.xml,0.9361130258598508,0.5452980972093784,0.8787625043792113,0.8350098315375005
PMC35285_plagiated.xml,PMC35285.xml,1.0,0.2581278134692538,0.876675002622437,0.8022955637428256
PMC35286_plagiated.xml,PMC35286.xml,0.9524337100669084,0.2626460181497067,0.871725400417093,0.782192847823542
PMC35352_plagiated.xml,PMC35352.xml,0.923465916217216,0.3723488125636903,0.6198752013116766,0.6918062095242952
PMC35353_plagiated.xml,PMC35353.xml,0.6790087198208997,0.8205276982706617,0.4619966314318033,0.6205076801552136
PMC35354_plagiated.xml,PMC35354.xml,0.9277083879772556,0.2946701995132827,0.7350666626308211,0.7240440601458873
PMC35360_plagiated.xml,PMC35360.xml,1.0,0.6770490040660754,1.0,0.9354098008132152
PMC35361_plagiated.xml,PMC35361.xml,0.918073367362664,0.9017378919866892,0.7081344441974473,0.8308307030213824
PMC37242_plagiated.xml,PMC37242.xml,0.6766405194915586,0.3920287073826208,0.6729366711961414,0.6182366177516041
PMC37243_plagiated.xml,PMC37243.xml,1.0,0.4247704512434223,0.5390236348670481,0.7005635441955037
PMC37310_plagiated.xml,PMC37310.xml,1.0,0.4726644793386984,0.9179098963451516,0.8616968544058003
PMC37313_plagiated.xml,PMC37313.xml,0.8086936615498439,0.2159757123687536,0.8891391074602233,0.7223282500777777
PMC37314_plagiated.xml,PMC37314.xml,0.9762254363973316,0.5222831379044668,0.7007934297702036,0.7752641740479075
PMC37351_plagiated.xml,PMC37351.xml,0.978721589144325,0.8543644977126703,0.8987779230950798,0.921872704438296
PMC37352_plagiated.xml,PMC37352.xml,0.8676828337293557,0.221549161106539,0.92414493323473,0.7610409390069421
PMC37353_plagiated.xml,PMC37353.xml,0.7772900183649092,0.1739890666614413,0.5859268418496746,0.5800845574181218
PMC37354_plagiated.xml,PMC37354.xml,0.7500992881728304,0.5015854116637402,0.4736012683561611,0.5897973049443447
PMC37355_plagiated.xml,PMC37355.xml,0.974959143576317,0.3451578635257338,0.8382190519288047,0.7943028509071954
PMC37356_plagiated.xml,PMC37356.xml,0.9351857171531484,0.4726340635422318,0.6314858971678872,0.7211954584368607
PMC37391_plagiated.xml,PMC37391.xml,0.7213582295057708,0.2744835431584386,0.7976303820990951,0.6624921532736341
